Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
bmw,3 series,2011.0,3.3,hybrid,manual,14586.0,4.0,1.0,11408.0
kia,sportage,2001.0,3.6,hybrid,semi-automatic,202216.0,3.0,3.0,4955.0
bmw,5 series,2002.0,4.8,petrol,manual,249673.0,5.0,1.0,4506.0
chevrolet,impala,2011.0,1.7,diesel,manual,39156.0,3.0,1.0,8316.0
volkswagen,golf,2010.0,4.5,electric,semi-automatic,68014.0,3.0,2.0,12239.0
ford,focus,2008.0,2.4,petrol,manual,126868.0,5.0,3.0,6362.0
mercedes,e-class,2010.0,3.0,electric,manual,258632.0,4.0,5.0,6927.0
ford,fiesta,2021.0,4.3,hybrid,semi-automatic,201170.0,3.0,5.0,11676.0
audi,a3,2019.0,2.9,hybrid,manual,13569.0,2.0,3.0,13428.0
bmw,3 series,2020.0,2.1,diesel,semi-automatic,191301.0,3.0,1.0,8373.0
kia,sportage,2002.0,4.4,petrol,semi-automatic,169424.0,3.0,3.0,5711.0
bmw,x5,2010.0,2.9,petrol,manual,63026.0,2.0,5.0,8739.0
chevrolet,malibu,2001.0,4.8,electric,semi-automatic,145630.0,2.0,1.0,8287.0
audi,q5,2003.0,3.7,diesel,automatic,44024.0,4.0,4.0,9319.0
audi,q5,2022.0,1.2,electric,manual,122902.0,2.0,3.0,11441.0
audi,a3,2012.0,4.0,electric,semi-automatic,92692.0,3.0,2.0,11846.0
chevrolet,equinox,2020.0,2.9,petrol,automatic,22360.0,2.0,5.0,14052.0
mercedes,e-class,2018.0,3.4,diesel,manual,53596.0,5.0,1.0,11828.0
honda,accord,2000.0,3.6,electric,semi-automatic,45737.0,5.0,1.0,8785.0
kia,sportage,2020.0,3.0,hybrid,automatic,98160.0,2.0,5.0,13636.0
chevrolet,impala,2018.0,4.0,petrol,manual,253702.0,3.0,4.0,8425.0
ford,explorer,2006.0,1.5,hybrid,semi-automatic,94715.0,5.0,2.0,6505.0
volkswagen,passat,2005.0,1.4,diesel,semi-automatic,1841.0,2.0,2.0,6963.0
kia,optima,2021.0,1.6,diesel,semi-automatic,109050.0,2.0,5.0,9819.0
bmw,5 series,2008.0,4.4,hybrid,semi-automatic,236894.0,2.0,1.0,7162.0
toyota,corolla,2016.0,4.4,electric,automatic,256691.0,4.0,1.0,11666.0
ford,explorer,2006.0,1.6,hybrid,semi-automatic,235768.0,5.0,2.0,3784.0
mercedes,c-class,2003.0,4.4,hybrid,manual,88089.0,3.0,3.0,8638.0
honda,cr-v,2007.0,3.8,electric,automatic,160230.0,4.0,2.0,10295.0
mercedes,e-class,2000.0,1.1,diesel,manual,233776.0,2.0,3.0,2000.0
chevrolet,equinox,2015.0,1.3,hybrid,semi-automatic,117006.0,3.0,5.0,8559.0
ford,fiesta,2005.0,4.7,diesel,semi-automatic,295379.0,2.0,2.0,4392.0
chevrolet,impala,2019.0,2.5,hybrid,manual,299406.0,3.0,1.0,7311.0
ford,explorer,2011.0,1.4,petrol,semi-automatic,182197.0,4.0,3.0,5156.0
volkswagen,tiguan,2015.0,1.4,electric,semi-automatic,235687.0,2.0,2.0,7286.0
volkswagen,passat,2005.0,1.6,electric,automatic,293339.0,5.0,1.0,4833.0
audi,a3,2008.0,3.5,diesel,manual,79861.0,4.0,1.0,8402.0
mercedes,c-class,2020.0,1.9,petrol,semi-automatic,288000.0,4.0,5.0,6240.0
kia,rio,2022.0,1.6,diesel,automatic,295898.0,3.0,1.0,7882.0
toyota,rav4,2005.0,2.5,hybrid,semi-automatic,239287.0,4.0,1.0,4314.0
honda,cr-v,2016.0,4.4,petrol,automatic,7588.0,4.0,5.0,14648.0
volkswagen,tiguan,2002.0,3.4,diesel,automatic,152117.0,3.0,2.0,6557.0
kia,sportage,2019.0,4.4,petrol,manual,195296.0,5.0,4.0,10294.0
chevrolet,impala,2006.0,4.4,diesel,automatic,191716.0,2.0,3.0,7965.0
honda,cr-v,2000.0,3.6,petrol,manual,230409.0,2.0,3.0,3091.0
honda,civic,2014.0,1.1,diesel,automatic,106397.0,4.0,2.0,8772.0
volkswagen,passat,2007.0,3.7,electric,manual,295514.0,2.0,4.0,5989.0
kia,sportage,2001.0,3.1,hybrid,automatic,232603.0,4.0,4.0,5347.0
mercedes,e-class,2000.0,2.5,diesel,manual,18150.0,3.0,5.0,6237.0
volkswagen,passat,2000.0,1.8,petrol,automatic,222084.0,2.0,3.0,2958.0
toyota,corolla,2016.0,3.7,petrol,manual,59160.0,5.0,2.0,11416.0
chevrolet,equinox,2016.0,2.3,petrol,semi-automatic,73775.0,3.0,4.0,9724.0
mercedes,e-class,2007.0,2.4,electric,automatic,89733.0,3.0,1.0,10305.0
hyundai,tucson,2002.0,2.6,petrol,semi-automatic,11401.0,5.0,4.0,7071.0
chevrolet,impala,2019.0,4.4,diesel,semi-automatic,233465.0,2.0,1.0,9530.0
volkswagen,golf,2016.0,4.3,petrol,semi-automatic,240885.0,3.0,2.0,8382.0
mercedes,gla,2006.0,3.5,electric,semi-automatic,25049.0,4.0,5.0,10899.0
chevrolet,equinox,2003.0,2.0,hybrid,semi-automatic,110430.0,3.0,1.0,5791.0
hyundai,elantra,2018.0,3.7,electric,semi-automatic,205909.0,3.0,2.0,11081.0
ford,explorer,2011.0,1.4,hybrid,semi-automatic,161912.0,4.0,4.0,6561.0
mercedes,c-class,2002.0,3.6,hybrid,automatic,54815.0,3.0,5.0,9703.0
hyundai,elantra,2019.0,3.3,electric,manual,128619.0,3.0,5.0,12527.0
honda,civic,2019.0,4.0,hybrid,manual,121403.0,5.0,2.0,12371.0
toyota,corolla,2019.0,4.2,electric,semi-automatic,253093.0,5.0,4.0,10938.0
chevrolet,malibu,2022.0,4.8,petrol,semi-automatic,97890.0,2.0,2.0,13542.0
toyota,camry,2016.0,1.2,diesel,manual,157466.0,4.0,1.0,6950.0
kia,rio,2004.0,3.6,petrol,semi-automatic,168226.0,4.0,4.0,5535.0
audi,a3,2009.0,1.2,petrol,automatic,275586.0,3.0,5.0,3988.0
ford,focus,2015.0,1.9,electric,manual,50573.0,4.0,5.0,11488.0
volkswagen,tiguan,2006.0,2.6,electric,manual,219205.0,5.0,5.0,6115.0
hyundai,elantra,2008.0,2.7,electric,automatic,1708.0,5.0,2.0,12665.0
kia,rio,2012.0,3.6,petrol,automatic,244437.0,2.0,2.0,7911.0
kia,sportage,2016.0,2.1,electric,manual,134097.0,4.0,5.0,10318.0
ford,fiesta,2010.0,1.1,hybrid,manual,98700.0,5.0,3.0,7226.0
mercedes,e-class,2018.0,1.6,hybrid,manual,78445.0,4.0,4.0,10531.0
chevrolet,equinox,2001.0,3.6,hybrid,semi-automatic,93140.0,2.0,1.0,7137.0
hyundai,elantra,2006.0,3.0,diesel,automatic,288209.0,3.0,2.0,4635.0
hyundai,sonata,2009.0,4.4,hybrid,semi-automatic,282931.0,5.0,3.0,6541.0
volkswagen,passat,2023.0,3.0,hybrid,automatic,242006.0,5.0,1.0,11659.0
kia,optima,2006.0,4.6,hybrid,manual,272450.0,4.0,3.0,6051.0
kia,sportage,2002.0,4.4,petrol,automatic,54982.0,5.0,5.0,9500.0
chevrolet,malibu,2003.0,1.2,diesel,semi-automatic,53980.0,4.0,3.0,5120.0
ford,explorer,2019.0,1.6,hybrid,semi-automatic,84291.0,4.0,4.0,10714.0
hyundai,sonata,2002.0,3.1,hybrid,semi-automatic,264010.0,5.0,1.0,3519.0
audi,a3,2020.0,1.7,hybrid,semi-automatic,54068.0,4.0,1.0,11718.0
hyundai,tucson,2002.0,4.4,petrol,manual,253283.0,4.0,1.0,4034.0
bmw,5 series,2010.0,1.1,petrol,automatic,1666.0,4.0,3.0,9666.0
honda,accord,2000.0,2.8,electric,automatic,128713.0,4.0,2.0,7825.0
toyota,camry,2004.0,2.9,diesel,automatic,155101.0,3.0,5.0,6597.0
volkswagen,passat,2002.0,3.1,diesel,automatic,153222.0,5.0,2.0,6235.0
bmw,3 series,2004.0,3.0,electric,semi-automatic,140269.0,4.0,1.0,7494.0
toyota,corolla,2022.0,4.6,diesel,automatic,48034.0,3.0,1.0,15839.0
honda,accord,2007.0,1.7,electric,automatic,197700.0,2.0,4.0,7446.0
ford,focus,2020.0,1.3,hybrid,manual,130961.0,2.0,4.0,9780.0
volkswagen,tiguan,2009.0,1.5,electric,semi-automatic,204370.0,4.0,4.0,6212.0
ford,explorer,2005.0,1.9,diesel,semi-automatic,103956.0,5.0,2.0,5420.0
chevrolet,equinox,2004.0,3.0,electric,manual,86109.0,3.0,5.0,8577.0
kia,sportage,2011.0,1.7,hybrid,manual,264104.0,4.0,2.0,4817.0
honda,accord,2019.0,2.1,petrol,automatic,1068.0,2.0,1.0,13378.0
hyundai,elantra,2004.0,3.1,electric,automatic,202084.0,2.0,1.0,7858.0
bmw,3 series,2012.0,4.5,petrol,semi-automatic,78159.0,3.0,1.0,10636.0
kia,optima,2012.0,2.7,electric,automatic,188249.0,3.0,4.0,10135.0
audi,a4,2021.0,3.6,diesel,semi-automatic,252284.0,5.0,4.0,8954.0
mercedes,c-class,2011.0,4.8,diesel,manual,120010.0,4.0,5.0,9799.0
mercedes,gla,2007.0,4.8,petrol,semi-automatic,77167.0,4.0,4.0,9456.0
audi,q5,2021.0,3.0,diesel,semi-automatic,226346.0,5.0,4.0,8873.0
toyota,camry,2014.0,4.1,diesel,automatic,35164.0,3.0,3.0,13196.0
ford,explorer,2015.0,4.3,electric,manual,147409.0,3.0,1.0,11951.0
ford,fiesta,2016.0,3.6,diesel,manual,292131.0,4.0,4.0,6657.0
kia,rio,2016.0,1.6,electric,automatic,285860.0,4.0,5.0,8282.0
audi,a3,2005.0,2.3,electric,manual,112828.0,3.0,2.0,7643.0
audi,q5,2023.0,3.5,hybrid,semi-automatic,225090.0,2.0,2.0,10998.0
volkswagen,golf,2003.0,2.5,electric,manual,235804.0,3.0,1.0,4783.0
kia,rio,2007.0,4.7,electric,manual,18622.0,4.0,3.0,12527.0
honda,civic,2001.0,1.8,electric,semi-automatic,38814.0,4.0,5.0,7423.0
volkswagen,golf,2001.0,2.3,diesel,manual,64027.0,3.0,2.0,5419.0
kia,rio,2013.0,2.7,hybrid,manual,155927.0,5.0,4.0,8581.0
honda,cr-v,2000.0,3.5,hybrid,semi-automatic,181019.0,2.0,2.0,4979.0
ford,focus,2014.0,3.8,diesel,semi-automatic,91618.0,4.0,4.0,10267.0
chevrolet,equinox,2004.0,2.6,hybrid,semi-automatic,234638.0,5.0,3.0,4207.0
ford,focus,2006.0,4.4,hybrid,automatic,213796.0,4.0,4.0,8524.0
hyundai,elantra,2008.0,4.5,electric,semi-automatic,242378.0,4.0,3.0,8152.0
kia,optima,2015.0,3.4,electric,manual,68256.0,4.0,2.0,12634.0
honda,cr-v,2012.0,4.9,electric,manual,4608.0,3.0,2.0,14507.0
ford,fiesta,2014.0,4.7,electric,automatic,262198.0,4.0,2.0,11256.0
hyundai,elantra,2014.0,3.7,petrol,semi-automatic,203553.0,3.0,5.0,7928.0
audi,a4,2007.0,1.4,petrol,manual,252417.0,3.0,3.0,2551.0
ford,focus,2010.0,3.9,hybrid,automatic,42902.0,3.0,5.0,12641.0
audi,a4,2020.0,4.8,electric,manual,116761.0,2.0,3.0,14564.0
mercedes,c-class,2015.0,2.7,diesel,manual,181326.0,5.0,5.0,7673.0
ford,explorer,2008.0,4.1,electric,manual,286699.0,3.0,5.0,6866.0
toyota,rav4,2013.0,3.8,hybrid,automatic,149662.0,2.0,1.0,11306.0
volkswagen,tiguan,2019.0,4.7,petrol,semi-automatic,213300.0,4.0,1.0,10234.0
toyota,rav4,2015.0,2.0,diesel,manual,125458.0,2.0,3.0,8090.0
hyundai,sonata,2011.0,2.5,petrol,manual,61333.0,2.0,1.0,8673.0
bmw,x5,2009.0,3.8,electric,automatic,103338.0,3.0,3.0,12033.0
hyundai,elantra,2019.0,1.9,electric,automatic,44978.0,4.0,4.0,14300.0
honda,accord,2002.0,2.5,electric,automatic,119657.0,2.0,2.0,8306.0
ford,explorer,2003.0,2.2,electric,manual,106537.0,4.0,4.0,7069.0
honda,accord,2005.0,2.8,electric,manual,228351.0,2.0,2.0,5832.0
volkswagen,golf,2000.0,1.0,hybrid,semi-automatic,156258.0,4.0,1.0,2974.0
mercedes,c-class,2022.0,3.6,diesel,manual,233628.0,5.0,2.0,9627.0
honda,accord,2000.0,2.9,hybrid,semi-automatic,238272.0,5.0,1.0,3234.0
chevrolet,malibu,2023.0,2.0,diesel,manual,280794.0,2.0,3.0,7384.0
kia,rio,2005.0,2.6,diesel,semi-automatic,14058.0,5.0,4.0,7918.0
audi,a3,2018.0,3.3,hybrid,semi-automatic,274434.0,3.0,2.0,8311.0
chevrolet,equinox,2015.0,3.2,diesel,automatic,60419.0,4.0,4.0,12091.0
bmw,x5,2021.0,5.0,petrol,semi-automatic,98604.0,2.0,4.0,13427.0
volkswagen,golf,2023.0,1.6,petrol,automatic,133425.0,5.0,5.0,11431.0
hyundai,tucson,2004.0,4.2,hybrid,manual,271816.0,3.0,5.0,5063.0
mercedes,gla,2019.0,2.9,petrol,semi-automatic,247451.0,3.0,3.0,7750.0
ford,fiesta,2014.0,4.7,petrol,semi-automatic,85892.0,5.0,2.0,11282.0
ford,explorer,2006.0,3.1,electric,semi-automatic,252610.0,2.0,3.0,5947.0
audi,a4,2020.0,1.3,hybrid,manual,282883.0,4.0,1.0,6742.0
bmw,5 series,2020.0,2.7,hybrid,semi-automatic,109271.0,3.0,4.0,11614.0
mercedes,gla,2018.0,2.0,hybrid,automatic,119566.0,5.0,5.0,11608.0
ford,focus,2009.0,3.0,diesel,manual,54105.0,3.0,2.0,8717.0
honda,cr-v,2020.0,2.4,hybrid,manual,103185.0,2.0,3.0,11436.0
chevrolet,impala,2010.0,1.8,hybrid,manual,227999.0,5.0,1.0,5340.0
bmw,x5,2000.0,1.1,hybrid,automatic,141537.0,3.0,2.0,4869.0
hyundai,elantra,2022.0,2.8,diesel,automatic,250524.0,5.0,5.0,9989.0
bmw,5 series,2012.0,1.7,petrol,automatic,163543.0,5.0,4.0,7629.0
audi,a4,2021.0,2.7,petrol,manual,283597.0,2.0,2.0,7428.0
kia,rio,2021.0,3.6,petrol,automatic,79401.0,4.0,3.0,13911.0
ford,fiesta,2007.0,3.4,electric,manual,125769.0,3.0,1.0,9084.0
hyundai,sonata,2009.0,4.1,diesel,manual,67077.0,2.0,5.0,9558.0
hyundai,sonata,2007.0,2.3,electric,manual,76257.0,2.0,3.0,8974.0
ford,focus,2010.0,1.2,electric,automatic,220484.0,4.0,4.0,7390.0
toyota,camry,2010.0,4.7,petrol,semi-automatic,155338.0,5.0,1.0,8693.0
volkswagen,tiguan,2006.0,3.1,electric,automatic,135166.0,5.0,1.0,9796.0
ford,fiesta,2009.0,2.4,petrol,automatic,22624.0,4.0,4.0,10247.0
audi,a3,2002.0,3.2,hybrid,automatic,106780.0,2.0,5.0,8264.0
mercedes,c-class,2017.0,2.3,electric,semi-automatic,40455.0,4.0,1.0,12690.0
ford,explorer,2007.0,1.1,diesel,semi-automatic,261935.0,4.0,2.0,2061.0
honda,cr-v,2015.0,2.2,electric,manual,164031.0,4.0,5.0,9519.0
mercedes,gla,2018.0,4.8,hybrid,automatic,108824.0,3.0,4.0,14623.0
honda,cr-v,2001.0,4.3,petrol,semi-automatic,67506.0,3.0,4.0,7349.0
mercedes,c-class,2013.0,1.5,hybrid,automatic,198747.0,5.0,4.0,8025.0
honda,cr-v,2004.0,1.3,electric,automatic,189304.0,5.0,1.0,6313.0
audi,a3,2019.0,3.1,diesel,semi-automatic,171550.0,3.0,5.0,9469.0
chevrolet,malibu,2011.0,4.8,electric,automatic,49802.0,2.0,4.0,14703.0
kia,rio,2006.0,4.9,electric,manual,32528.0,4.0,3.0,12149.0
kia,rio,2002.0,3.3,diesel,automatic,252871.0,3.0,2.0,4442.0
hyundai,tucson,2010.0,3.6,diesel,semi-automatic,37887.0,5.0,5.0,9942.0
kia,optima,2003.0,1.5,electric,automatic,243023.0,2.0,3.0,5139.0
ford,fiesta,2011.0,5.0,petrol,automatic,125014.0,4.0,5.0,11399.0
bmw,x5,2007.0,2.0,electric,automatic,225309.0,2.0,5.0,7193.0
volkswagen,golf,2012.0,1.5,electric,semi-automatic,19946.0,5.0,4.0,10801.0
toyota,rav4,2016.0,1.5,electric,semi-automatic,34256.0,4.0,3.0,11714.0
bmw,x5,2007.0,2.1,electric,manual,48326.0,5.0,4.0,9333.0
chevrolet,impala,2018.0,3.9,hybrid,automatic,22059.0,4.0,3.0,15458.0
bmw,5 series,2016.0,3.1,petrol,automatic,82589.0,2.0,3.0,11848.0
mercedes,gla,2005.0,3.5,hybrid,manual,254719.0,4.0,4.0,5005.0
volkswagen,tiguan,2012.0,2.8,diesel,manual,22534.0,5.0,2.0,10049.0
audi,a4,2009.0,3.3,electric,semi-automatic,105672.0,5.0,2.0,9986.0
ford,focus,2013.0,3.5,electric,manual,184223.0,2.0,1.0,9815.0
ford,fiesta,2012.0,3.4,electric,automatic,66901.0,3.0,3.0,13261.0
toyota,camry,2014.0,2.8,petrol,semi-automatic,277899.0,2.0,5.0,5542.0
hyundai,elantra,2010.0,4.5,hybrid,manual,93756.0,3.0,1.0,10724.0
mercedes,gla,2005.0,3.8,electric,automatic,159958.0,5.0,2.0,9700.0
hyundai,tucson,2020.0,2.7,petrol,automatic,130146.0,2.0,3.0,11697.0
audi,q5,2017.0,3.4,petrol,semi-automatic,184285.0,4.0,3.0,8914.0
ford,explorer,2001.0,1.1,hybrid,manual,221586.0,3.0,5.0,2068.0
ford,explorer,2005.0,2.1,electric,automatic,40020.0,5.0,2.0,10399.0
volkswagen,tiguan,2017.0,3.3,electric,automatic,201512.0,4.0,3.0,11969.0
kia,sportage,2014.0,1.3,diesel,semi-automatic,180373.0,5.0,5.0,5992.0
toyota,corolla,2014.0,4.7,petrol,semi-automatic,114382.0,5.0,3.0,10712.0
mercedes,e-class,2003.0,1.9,petrol,automatic,211135.0,5.0,1.0,4177.0
mercedes,c-class,2007.0,2.0,petrol,semi-automatic,118689.0,5.0,1.0,5826.0
kia,sportage,2017.0,3.4,diesel,manual,149589.0,2.0,2.0,9608.0
audi,a4,2022.0,1.4,electric,manual,84573.0,3.0,4.0,12408.0
chevrolet,impala,2004.0,1.8,diesel,semi-automatic,149851.0,4.0,2.0,4102.0
hyundai,sonata,2002.0,2.4,petrol,automatic,122979.0,3.0,5.0,6140.0
audi,a4,2018.0,1.6,diesel,manual,180019.0,3.0,5.0,7499.0
bmw,3 series,2001.0,4.7,diesel,semi-automatic,107974.0,3.0,3.0,6940.0
mercedes,gla,2003.0,2.2,hybrid,semi-automatic,17393.0,3.0,5.0,7852.0
ford,fiesta,2001.0,2.6,electric,semi-automatic,74.0,2.0,2.0,8998.0
toyota,corolla,2014.0,1.2,electric,automatic,215776.0,4.0,4.0,8684.0
volkswagen,golf,2022.0,4.1,hybrid,semi-automatic,15423.0,4.0,3.0,15491.0
volkswagen,tiguan,2009.0,2.1,diesel,automatic,216808.0,5.0,1.0,6063.0
bmw,3 series,2001.0,4.2,electric,automatic,271492.0,5.0,3.0,6670.0
bmw,5 series,2017.0,2.7,electric,automatic,23058.0,2.0,3.0,14938.0
toyota,corolla,2015.0,4.9,electric,manual,292193.0,5.0,2.0,9656.0
mercedes,c-class,2020.0,1.2,petrol,manual,100045.0,5.0,5.0,9299.0
toyota,corolla,2018.0,3.5,petrol,automatic,230823.0,3.0,5.0,9883.0
ford,fiesta,2020.0,2.9,hybrid,automatic,123389.0,4.0,4.0,13032.0
kia,sportage,2020.0,2.7,diesel,automatic,87168.0,5.0,3.0,12556.0
honda,cr-v,2016.0,3.2,diesel,manual,253949.0,5.0,1.0,7021.0
ford,focus,2001.0,4.1,diesel,semi-automatic,88202.0,2.0,5.0,6735.0
volkswagen,golf,2010.0,4.6,hybrid,semi-automatic,89735.0,5.0,5.0,10905.0
chevrolet,malibu,2015.0,4.3,petrol,semi-automatic,190674.0,4.0,1.0,9086.0
honda,civic,2007.0,3.0,diesel,manual,45399.0,3.0,1.0,8292.0
kia,sportage,2015.0,3.5,diesel,manual,118075.0,2.0,3.0,9738.0
bmw,5 series,2023.0,1.8,electric,semi-automatic,212962.0,2.0,4.0,10540.0
ford,explorer,2000.0,1.8,hybrid,manual,222734.0,3.0,4.0,2445.0
volkswagen,passat,2000.0,4.8,electric,automatic,158249.0,2.0,2.0,9235.0
bmw,3 series,2008.0,4.4,petrol,semi-automatic,268020.0,5.0,1.0,5539.0
toyota,corolla,2015.0,3.0,electric,manual,102552.0,3.0,3.0,11548.0
honda,cr-v,2004.0,3.9,electric,automatic,96421.0,4.0,5.0,10771.0
honda,civic,2018.0,2.2,hybrid,automatic,227142.0,5.0,3.0,9657.0
toyota,rav4,2002.0,1.7,petrol,automatic,265079.0,4.0,4.0,2598.0
kia,sportage,2001.0,3.3,electric,semi-automatic,258462.0,4.0,4.0,4530.0
honda,civic,2007.0,1.6,electric,semi-automatic,84889.0,4.0,3.0,8102.0
volkswagen,tiguan,2023.0,4.6,diesel,automatic,193427.0,3.0,1.0,13231.0
hyundai,sonata,2020.0,3.4,hybrid,automatic,15353.0,3.0,4.0,15692.0
honda,cr-v,2022.0,3.0,diesel,automatic,95078.0,5.0,2.0,13298.0
volkswagen,golf,2003.0,4.2,petrol,automatic,92303.0,4.0,1.0,8853.0
ford,explorer,2011.0,1.1,diesel,manual,122843.0,2.0,5.0,6043.0
volkswagen,passat,2006.0,3.3,hybrid,semi-automatic,203140.0,3.0,1.0,6137.0
audi,q5,2019.0,1.5,hybrid,automatic,299007.0,2.0,2.0,7819.0
honda,civic,2000.0,3.6,hybrid,semi-automatic,71037.0,2.0,2.0,7279.0
hyundai,tucson,2017.0,4.3,diesel,semi-automatic,190312.0,5.0,2.0,9693.0
kia,sportage,2003.0,2.3,diesel,automatic,138463.0,5.0,1.0,6030.0
volkswagen,tiguan,2011.0,4.2,hybrid,manual,49206.0,5.0,5.0,11615.0
bmw,5 series,2009.0,1.8,electric,semi-automatic,115364.0,2.0,1.0,8292.0
toyota,rav4,2021.0,3.3,diesel,automatic,291239.0,5.0,2.0,9375.0
mercedes,c-class,2000.0,4.2,petrol,manual,270079.0,5.0,2.0,2898.0
mercedes,e-class,2015.0,2.4,diesel,semi-automatic,260513.0,4.0,5.0,5789.0
toyota,corolla,2016.0,3.7,diesel,semi-automatic,191330.0,5.0,2.0,8773.0
volkswagen,tiguan,2019.0,3.9,electric,manual,133300.0,4.0,1.0,13034.0
honda,accord,2020.0,3.6,hybrid,semi-automatic,51251.0,5.0,5.0,13674.0
bmw,x5,2021.0,1.7,petrol,semi-automatic,48231.0,5.0,2.0,11135.0
chevrolet,impala,2013.0,2.2,electric,automatic,196832.0,3.0,1.0,9763.0
hyundai,elantra,2023.0,4.3,petrol,semi-automatic,49540.0,4.0,2.0,14309.0
chevrolet,malibu,2014.0,2.2,electric,automatic,47950.0,3.0,1.0,13041.0
audi,q5,2014.0,4.0,petrol,semi-automatic,237177.0,2.0,4.0,7556.0
volkswagen,tiguan,2011.0,4.9,petrol,semi-automatic,285572.0,2.0,4.0,6588.0
ford,focus,2017.0,3.6,petrol,semi-automatic,263823.0,5.0,4.0,7523.0
volkswagen,tiguan,2020.0,2.3,petrol,automatic,134572.0,4.0,1.0,11208.0
ford,explorer,2019.0,3.7,electric,manual,234754.0,2.0,2.0,10804.0
bmw,3 series,2019.0,3.2,electric,manual,248880.0,5.0,5.0,10022.0
ford,explorer,2010.0,1.6,petrol,manual,36425.0,3.0,4.0,7971.0
kia,optima,2001.0,4.2,electric,semi-automatic,189692.0,3.0,5.0,6806.0
toyota,corolla,2001.0,4.8,electric,semi-automatic,107723.0,2.0,3.0,9045.0
kia,rio,2023.0,3.4,petrol,manual,177464.0,4.0,3.0,10850.0
audi,a4,2011.0,2.8,petrol,manual,104757.0,3.0,5.0,8104.0
kia,sportage,2017.0,2.6,electric,automatic,108462.0,2.0,1.0,13130.0
hyundai,sonata,2022.0,3.1,hybrid,automatic,28342.0,3.0,5.0,15733.0
volkswagen,golf,2016.0,2.8,hybrid,automatic,218978.0,2.0,1.0,9820.0
bmw,5 series,2018.0,3.9,electric,manual,216924.0,5.0,3.0,11061.0
ford,fiesta,2014.0,2.8,electric,semi-automatic,136710.0,5.0,1.0,10365.0
hyundai,elantra,2001.0,4.1,petrol,manual,187046.0,2.0,3.0,4759.0
hyundai,elantra,2005.0,2.7,hybrid,automatic,45510.0,2.0,3.0,9889.0
ford,explorer,2003.0,1.4,diesel,automatic,267644.0,3.0,3.0,2547.0
mercedes,gla,2002.0,4.8,diesel,automatic,248863.0,2.0,1.0,6022.0
bmw,5 series,2022.0,1.6,petrol,automatic,112224.0,2.0,1.0,11555.0
bmw,3 series,2012.0,4.1,hybrid,semi-automatic,269110.0,5.0,5.0,7417.0
kia,rio,2006.0,1.1,hybrid,automatic,71600.0,2.0,2.0,8068.0
mercedes,c-class,2020.0,2.3,electric,manual,167084.0,3.0,4.0,11058.0
hyundai,elantra,2018.0,3.0,hybrid,manual,209783.0,2.0,4.0,9304.0
honda,cr-v,2000.0,2.4,electric,automatic,122782.0,5.0,3.0,7544.0
volkswagen,passat,2018.0,3.5,electric,manual,44918.0,4.0,3.0,14101.0
bmw,x5,2011.0,3.3,hybrid,semi-automatic,59350.0,5.0,1.0,10513.0
toyota,camry,2005.0,4.4,petrol,automatic,124854.0,4.0,2.0,9002.0
honda,accord,2002.0,1.7,hybrid,manual,129658.0,4.0,2.0,4806.0
ford,explorer,2017.0,5.0,electric,semi-automatic,174286.0,4.0,1.0,12714.0
audi,a4,2009.0,4.5,petrol,automatic,119948.0,3.0,3.0,10401.0
audi,a4,2000.0,3.8,petrol,semi-automatic,63543.0,5.0,1.0,6629.0
bmw,5 series,2005.0,3.9,diesel,semi-automatic,123959.0,2.0,3.0,7020.0
mercedes,gla,2020.0,1.7,diesel,automatic,119413.0,3.0,3.0,10911.0
mercedes,gla,2002.0,4.6,electric,automatic,28405.0,5.0,4.0,12231.0
audi,q5,2010.0,3.8,diesel,automatic,19071.0,3.0,1.0,12018.0
chevrolet,equinox,2017.0,1.8,petrol,semi-automatic,96482.0,5.0,5.0,9070.0
honda,civic,2015.0,2.3,electric,semi-automatic,207427.0,4.0,5.0,8751.0
hyundai,elantra,2012.0,2.6,petrol,semi-automatic,291400.0,5.0,2.0,4472.0
chevrolet,impala,2023.0,2.1,petrol,automatic,41573.0,5.0,4.0,13768.0
chevrolet,equinox,2003.0,3.3,hybrid,automatic,100141.0,2.0,3.0,8797.0
chevrolet,equinox,2012.0,1.4,diesel,semi-automatic,128584.0,3.0,5.0,6528.0
ford,explorer,2003.0,4.9,diesel,automatic,299066.0,4.0,3.0,5418.0
mercedes,e-class,2004.0,1.2,diesel,automatic,141943.0,4.0,1.0,5161.0
volkswagen,passat,2015.0,4.2,petrol,automatic,263711.0,3.0,2.0,9025.0
audi,a4,2010.0,3.4,hybrid,automatic,281978.0,3.0,2.0,7360.0
chevrolet,malibu,2002.0,1.7,electric,manual,214459.0,5.0,1.0,4110.0
honda,cr-v,2002.0,1.8,electric,manual,159351.0,2.0,3.0,5312.0
chevrolet,malibu,2000.0,2.8,petrol,manual,280108.0,5.0,3.0,2000.0
bmw,3 series,2011.0,2.8,hybrid,manual,178509.0,4.0,4.0,7629.0
hyundai,sonata,2004.0,4.0,petrol,manual,17140.0,5.0,2.0,8957.0
audi,a4,2017.0,2.6,petrol,automatic,280103.0,4.0,5.0,7697.0
toyota,camry,2012.0,4.1,hybrid,automatic,97971.0,5.0,1.0,12340.0
audi,a3,2010.0,4.6,electric,automatic,226022.0,3.0,3.0,10679.0
